ID	chrom	start	end	Gene	isSuper	Oct4	Sox2	Nanog	Klf4	Esrrb	H3K27ac	Med1	H3K4me1	DNase
INT_STITCHED_6278	chr13	22933436	22936728	NM_134243	NO	1963.3488	1392.1868	1859.3216	200.812	507.9556	71.1072	478.6568	1866.2348	1045.5392
INT_STITCHED_6279	chr13	23583742	23584526	NM_175938	NO	3986.4048	2816.0496	2222.4832	0.5488	0	0	401.1728	420.0672	1083.6448
INT_STITCHED_6280	chr13	23678018	23687970	NM_175654	NO	2697.9872	1221.1104	3833.5104	1157.4176	2795.5168	3396.6176	4387.8368	8822.448	3459.3152
INT_STITCHED_6281	chr13	23833718	23834547	NM_175653	NO	1625.3374	2112.5407	1424.9681	1138.0512	3387.6256	399.3293	3872.5077	576.4866	1897.2494
INT_STITCHED_6282	chr13	24093582	24094193	NM_145399	NO	1905.9534	767.7826	1233.609	88.3506	343.382	150.7337	584.7881	584.9714	409.37
INT_STITCHED_6283	chr13	24603866	24610292	NR_024599	NO	1905.9516	2551.7646	2258.0964	576.4122	663.1632	1409.2218	490.3038	4086.936	1751.085
INT_STITCHED_6284	chr13	24929573	24930214	NM_019551	NO	1049.3811	1154.6974	4980.0572	229.478	0	0	113.2006	282.8733	643.7563
INT_STITCHED_6285	chr13	25093318	25093762	NM_001013389	NO	283.0944	254.856	376.4676	0	0	106.6488	82.8948	46.3536	24.5532
INT_STITCHED_6286	chr13	25144469	25144958	NM_177577	NO	260.1969	412.5204	315.2094	101.4675	59.3157	226.1625	127.629	106.0152	231.6393
INT_STITCHED_6287	chr13	25366681	25367257	NM_009513	NO	1107.8784	855.5328	1652.832	129.2544	458.784	84.9024	344.2752	205.5744	941.6448
INT_STITCHED_6288	chr13	25543376	25543897	NM_009513	NO	359.3858	368.6596	585.5519	0	79.2962	115.2452	118.9964	284.6744	293.2709
INT_STITCHED_6289	chr13	25731416	25732216	NM_009513	NO	518.56	387.84	606.24	0	611.6	0	0	295.04	1196.96
INT_STITCHED_6290	chr13	26205657	26216647	NM_008232	NO	1004.486	1259.454	1407.819	423.115	742.924	326.403	403.333	834.141	1502.333
INT_STITCHED_6291	chr13	28752796	28753421	NM_009238	NO	658.5	910.375	1888.75	124.5625	927.1875	0	90.5625	463.375	233.5
INT_STITCHED_6292	chr13	28872193	28872909	NM_009238	NO	1547.2044	1175.0992	2603.734	679.2692	267.6408	155.014	296.9968	464.5408	2057.7124
INT_STITCHED_6293	chr13	28903406	28904045	NM_009238	NO	610.7562	477.8442	956.3274	88.182	1269.6291	479.8251	388.1925	353.3031	585.5796
INT_STITCHED_6294	chr13	29080472	29080985	NM_009238	NO	648.6372	171.3933	590.3091	0	0	0	87.3639	65.151	821.8773
INT_STITCHED_6295	chr13	29302443	29303054	NM_009238	NO	449.8182	381.3251	400.0828	0	1979.3345	499.0648	528.9427	98.3099	1067.0504
INT_STITCHED_6296	chr13	29369662	29370487	NM_009238	NO	1127.775	2139.06	1678.38	658.7625	2331.285	436.92	360.2775	415.635	702.8175
INT_STITCHED_6297	chr13	29460406	29463215	NM_009238	NO	1898.0413	1272.7579	2232.5932	0	0	0	253.6527	907.8688	864.3293
INT_STITCHED_6298	chr13	29708683	29709341	NM_144536	NO	517.7144	315.6426	423.2256	0	84.8162	134.6926	9.4094	194.0442	261.9498
INT_STITCHED_6299	chr13	30157343	30173185	NM_153546	NO	7114.6422	4109.4148	4497.5438	0	0	2189.3644	863.389	7152.663	5343.5066
INT_STITCHED_6300	chr13	30455889	30456322	NM_177322	NO	255.1669	364.0231	508.9049	0	0	0	68.3707	531.3343	20.351
INT_STITCHED_6301	chr13	30879510	30880027	NM_013674	NO	455.3219	429.627	411.8422	465.0932	0	0	0	73.6725	374.825
INT_STITCHED_6302	chr13	31184215	31184637	NM_025588	NO	405.7108	300.5906	961.2316	7.8492	0	0	32.6628	0	82.079
INT_STITCHED_6303	chr13	31820470	31821435	NM_008592	NO	1377.9235	1877.118	7189.1535	526.7935	1229.6995	0	588.843	966.351	465.6125
INT_STITCHED_6304	chr13	32145260	32145962	NM_008592	NO	889.7148	962.5824	1245.4884	118.0764	59.319	0	120.393	383.643	245.7
INT_STITCHED_6305	chr13	32914988	32915505	NM_030215	NO	978.9912	328.5535	1365.2419	76.4643	0	47.2538	165.4917	300.2736	343.0812
INT_STITCHED_6306	chr13	34081574	34082204	NR_028309	NO	387.639	392.805	489.069	86.751	0	0	34.209	375.102	188.496
INT_STITCHED_6307	chr13	34130311	34131047	NM_026512	NO	548.5408	611.616	2788.6304	0	0	0	91.264	495.1072	223.5232
INT_STITCHED_6308	chr13	34201201	34202268	NM_023716	NO	2944.92	2222.561	3331.9209	830.7662	11358.6418	1787.4384	3543.6137	1381.9784	2207.5163
INT_STITCHED_6309	chr13	34222647	34226305	NM_023716	NO	1699.5068	1198.3608	2545.2364	3658	4906.1096	6305.6604	2611.812	2336.7304	3873.4562
INT_STITCHED_6310	chr13	34330052	34341319	NM_001101430	NO	6256.5651	7089.1964	10574.0795	0	1575.1266	254.6342	1507.5246	10175.2277	3027.4429
INT_STITCHED_6311	chr13	34378990	34380067	NM_001033167	NO	2266.5465	1938.4923	1436.9334	0	636.8301	1405.7004	1066.6608	941.8365	964.1304
INT_STITCHED_6312	chr13	34833515	34834222	NM_138746	NO	1211.4445	692.153	979.5485	0	1167.6812	115.8773	288.1732	114.9582	772.8924
INT_STITCHED_6313	chr13	34918931	34923093	NM_013830	NO	2492.2056	1031.3436	2344.4546	0	1463.7754	610.9816	626.7972	4279.7846	1065.8882
INT_STITCHED_6314	chr13	34943038	34943721	NM_013830	NO	619.0029	542.2337	804.7789	0	27.7298	0	247.6558	147.3231	417.996
INT_STITCHED_6315	chr13	35422834	35423176	NM_009881	NO	484.6824	770.9364	394.8048	42.2712	39.9798	0	124.146	138.9888	170.0424
INT_STITCHED_6316	chr13	35628614	35629117	NM_009881	NO	235.6555	312.7654	343.2975	341.3358	18.0074	0	72.5829	97.3305	33.198
INT_STITCHED_6317	chr13	35829899	35831775	NM_001123386	NO	4847.584	3333.8396	4529.0392	622.6444	357.378	1673.5796	1244.5384	187.0372	3709.2272
INT_STITCHED_6318	chr13	35944462	35949752	NM_145938	NO	5097.444	3691.362	8759.182	632.155	2481.539	2750.271	1066.464	3184.58	5321.211
INT_STITCHED_6319	chr13	36189036	36189421	NM_201358	NO	271.3095	377.0305	653.5375	42.6195	325.2095	0	7.0455	159.6595	45.1605
INT_STITCHED_6320	chr13	36241101	36241542	NM_024274	NO	620.487	786.8763	641.8755	90.7137	271.215	267.8634	201.1842	420.8463	273.9051
INT_STITCHED_6321	chr13	36355574	36356118	NM_024274	NO	618.7456	564.7808	408.4352	152.32	621.3568	12.784	149.1648	388.4704	120.1152
INT_STITCHED_6322	chr13	36389444	36389912	NM_024274	NO	528.3252	284.6844	484.8012	73.2888	127.6236	170.0712	114.4728	280.2384	82.0872
INT_STITCHED_6323	chr13	36995304	36996180	NM_028784	NO	1114.6224	1174.9788	1721.778	0	324.8208	0	275.3268	186.15	299.2416
INT_STITCHED_6324	chr13	37517038	37528861	NM_010745	NO	6338.3103	2623.5237	3283.2471	3273.7887	7299.5202	3842.475	4913.6388	5364.0951	6437.6235
INT_STITCHED_6325	chr13	37609198	37609865	NM_010745	NO	2244.5884	966.8165	632.2493	331.4323	0	119.9933	450.2917	592.0292	252.4595
INT_STITCHED_6326	chr13	37865249	37865894	NM_026830	NO	1935.387	2263.8855	3027.759	65.2095	0	67.6605	262.0635	222.396	782.385
INT_STITCHED_6327	chr13	38200726	38201594	NM_023842	NO	491.9824	1059.1336	1144.7184	1427.1656	2216.6116	876.5064	864.0072	217.3472	2344.468
INT_STITCHED_6328	chr13	38215476	38225657	NM_023842	NO	1379.5255	1581.1093	6865.0483	1361.1997	5502.8305	0	870.4755	2655.2048	2088.1231
INT_STITCHED_6329	chr13	38917534	38918193	NM_001170430	NO	504.9258	515.2721	562.3247	445.9453	0	50.6112	83.1658	347.0294	421.6282
INT_STITCHED_6330	chr13	38995959	38996515	NM_001170430	NO	499.01	546.6036	852.348	163.3528	152.5664	0	106.3628	0	62.2164
INT_STITCHED_6331	chr13	39607813	39608605	NM_001170431	NO	519.0768	352.836	516.1464	738.8568	1033.164	392.3568	260.8056	133.5312	711.216
INT_STITCHED_6332	chr13	40332662	40333318	NM_172143	NO	991.6752	679.1568	1587.0608	0	0	18.1056	225.2704	105.2224	160.4576
INT_STITCHED_6333	chr13	40353967	40354495	NM_172143	NO	395.3136	479.2128	515.328	166.6896	0	27.1392	134.5344	0	345.4704
INT_STITCHED_6334	chr13	40604552	40605192	NM_001122948	NO	537.152	334.464	890.496	0	61.44	0	62.592	118.784	380.992
INT_STITCHED_6335	chr13	40618129	40619062	NM_001122948	NO	2865.243	3171.267	3551.6511	100.8573	7.3707	64.6569	372.7335	1202.4504	939.6243
INT_STITCHED_6336	chr13	40744402	40748983	NM_001122948	NO	2691.3375	1977.1596	3903.9282	2019.3048	68.2569	536.4351	1038.9708	3165.0129	2024.802
INT_STITCHED_6337	chr13	40809801	40810422	NM_001122948	NO	1781.8974	1464.2559	1936.7748	834.3756	295.7202	0	260.1369	403.029	764.2026
INT_STITCHED_6338	chr13	40829219	40829741	NM_011547	NO	1102.3596	411.4926	465.7806	343.1628	148.0392	0	457.794	53.0352	1704.1212
INT_STITCHED_6339	chr13	40959133	40964971	NM_023887	NO	2815.6674	2812.1646	3700.7082	2268.6468	5885.2878	6944.8848	4599.1764	7665.8778	3540.747
INT_STITCHED_6340	chr13	41012552	41013182	NM_133219	NO	1824.543	576.198	434.385	382.41	0	1301.832	879.858	15.372	1453.662
INT_STITCHED_6341	chr13	41033100	41041267	NM_133219	NO	3860.5409	2187.9393	3163.8958	2104.6359	641.1095	9231.9768	3201.464	6874.9806	1675.0517
INT_STITCHED_6342	chr13	41065397	41066155	NM_026550	NO	450.8584	546.0632	803.7074	480.1172	4.6996	109.531	444.3396	248.245	201.628
INT_STITCHED_6343	chr13	41225966	41226540	NM_008104	NO	1112.699	563.4958	1260.8484	71.0612	0	0	0	314.6094	120.3678
INT_STITCHED_6344	chr13	41240649	41241432	NM_008104	NO	733.5144	601.344	1385.5968	731.7135	3321.0945	736.3332	461.8917	477.0819	1969.8714
INT_STITCHED_6345	chr13	41553771	41554634	NM_001111324	NO	446.8614	578.9867	3532.4316	1107.6605	408.4579	18.2956	167.9398	474.0459	896.1392
INT_STITCHED_6346	chr13	42704271	42704846	NM_198419	NO	1049.5475	896.08	689.5975	26.68	15.525	0	106.6625	186.76	666.1375
INT_STITCHED_6347	chr13	42774615	42776235	NM_198419	NO	1147.446	1170.774	1619.838	500.742	1621.134	0	217.242	992.25	633.42
INT_STITCHED_6348	chr13	42815577	42816073	NM_001005740	NO	977.5664	795.4352	593.8608	0	1106.328	0	94.4384	318.8784	422.592
INT_STITCHED_6349	chr13	42967402	42968040	NM_001005740	NO	939.136	613.6922	847.0726	0	0	0	0	640.3606	363.979
INT_STITCHED_6350	chr13	43122877	43123369	NM_001005748	NO	365.5068	625.1352	826.6584	71.094	194.8812	0	103.4676	397.3884	422.4312
INT_STITCHED_6351	chr13	43278827	43279643	NM_025935	NO	555.1248	951.048	699.2304	0	0	388.2528	238.1904	489.6816	1355.376
INT_STITCHED_6352	chr13	43327508	43328147	NM_025935	NO	422.5068	986.3604	745.713	521.5518	2025.6939	159.8778	242.7561	490.2408	150.2928
INT_STITCHED_6353	chr13	43388256	43396334	NM_001033399	NO	3680.3368	2335.3498	4805.6022	2478.3304	3713.4566	3156.0746	2925.8516	8743.6272	2782.871
INT_STITCHED_6354	chr13	43680461	43681255	NM_001081059	NO	916.276	973.9204	2107.5936	226.9252	1280.4838	66.5372	305.69	1774.6694	916.3554
INT_STITCHED_6355	chr13	43709828	43710545	NM_183204	NO	812.2893	1466.7669	599.9856	245.3574	1508.4963	58.2204	156.0909	540.8331	633.6846
INT_STITCHED_6356	chr13	43933075	43933564	NM_009856	NO	832.0335	392.9604	1725.2409	0	0	0	33.741	151.1499	397.4103
INT_STITCHED_6357	chr13	44067269	44067890	NM_009856	NO	860.5818	754.7634	302.8617	0	302.9859	0	0	532.5696	254.3616
INT_STITCHED_6358	chr13	44113894	44114700	NM_009856	NO	3495.3802	3519.1572	1187.8828	157.3312	0	1496.742	882.8924	1107.3634	2257.3642
INT_STITCHED_6359	chr13	44180939	44181955	NM_009856	NO	520.3952	531.4696	1042.5176	631.2408	6459.728	292.3032	789.1272	1127.252	1401.3688
INT_STITCHED_6360	chr13	44217415	44217898	NM_009856	NO	817.7673	298.5906	656.1072	225.561	138.9108	140.1666	163.7853	651.5187	170.499
INT_STITCHED_6361	chr13	44278166	44278672	NM_009856	NO	195.3666	246.6244	336.3382	0	696.0536	52.7252	3.1878	503.217	339.4248
INT_STITCHED_6362	chr13	44477183	44486726	NM_021878	NO	1340.7915	626.0208	110.6988	475.2414	271.0212	0	238.575	1489.6623	1209.0981
INT_STITCHED_6363	chr13	44503735	44504557	NM_021878	NO	785.5854	567.2622	614.2806	125.4372	4509.4098	30.0852	367.6806	858.9078	580.9074
INT_STITCHED_6364	chr13	44649678	44650550	NM_021878	NO	2464.0976	647.896	2571.964	0	250.9616	0	0	1299.9776	385.86
INT_STITCHED_6365	chr13	44773385	44774234	NM_021878	NO	394.0209	521.5407	1236.7383	347.4108	5413.9881	226.8528	2400.5475	1298.5455	3570.045
INT_STITCHED_6366	chr13	44800270	44801323	NM_021878	NO	11094.8292	6384.6549	10574.3313	773.4285	6039.2709	1361.4237	3398.4522	296.4195	6115.9293
INT_STITCHED_6367	chr13	44817274	44824484	NM_021878	NO	4178.195	5011.671	9463.846	2737.637	2978.451	1806.826	2770.803	8677.235	7273.448
INT_STITCHED_6368	chr13	44842207	44851426	NM_021878	NO	8115.4857	6950.2041	12198.5808	739.3638	3582.5034	870.2736	1672.3266	9789.6561	3131.6943
INT_STITCHED_6369	chr13	44946494	44947528	NM_021878	NO	1806.5014	2220.9286	3488.199	0	2681.8858	30.6064	480.3964	1500.5408	397.8832
INT_STITCHED_6370	chr13	45401160	45402163	NM_153789	NO	955.859	1184.7436	1384.0397	306.8177	0	0	47.141	1036.1993	1509.7156
INT_STITCHED_6371	chr13	45414986	45427596	NM_153789	NO	1736.397	737.685	573.755	0	889.005	0	0	1622.907	1509.417
INT_STITCHED_6372	chr13	45469890	45470754	NM_153789	NO	2684.448	657.5904	2695.8528	67.4784	272.3328	0	0	1050.7104	1202.256
INT_STITCHED_6373	chr13	45902509	45903160	NM_009124	NO	358.5057	552.2433	1758.6114	107.8056	0	102.9231	18.3582	0	297.507
INT_STITCHED_6374	chr13	46356683	46357019	NM_001005422	NO	295.512	261.4416	353.304	0	0	0	101.136	17.0016	118.0368
INT_STITCHED_6375	chr13	46740481	46741505	NM_001033192	NO	3191.9104	2586.624	4627.1488	247.3984	1643.8272	162.2016	460.6976	959.488	688.5376
INT_STITCHED_6376	chr13	47038450	47039267	NM_010617	NO	2791.7707	1859.9822	4225.9325	0	466.9155	235.5411	313.6463	298.205	1116.5122
INT_STITCHED_6377	chr13	47950509	47951781	NM_031166	NO	829.98	1014.0384	3582.2064	1167.1872	2971.5192	1623.5808	2488.5408	1028.0304	3948.0336
INT_STITCHED_6378	chr13	48225921	48226678	NM_031166	NO	4541.1673	3138.7491	1270.9273	88.8718	148.2963	113.7771	468.2802	223.7692	982.2075
INT_STITCHED_6379	chr13	48255289	48256284	NM_031166	NO	4875.5995	4377.1045	4156.314	71.7395	1058.7795	286.958	375.8115	1452.4015	559.986
INT_STITCHED_6380	chr13	48302936	48303732	NM_031166	NO	513.818	498.3756	2050.0184	794.8856	1420.3824	61.1328	241.7452	530.6932	232.3524
INT_STITCHED_6381	chr13	48340502	48348703	NM_031166	NO	2320.883	3301.7226	3436.219	2632.521	2958.9208	2107.657	2315.9624	4987.8482	1888.6903
INT_STITCHED_6382	chr13	48419440	48420056	NM_031166	NO	548.0552	435.3272	515.5304	116.8552	564.1328	224.7168	521.5056	268.0832	447.0928
INT_STITCHED_6383	chr13	48623761	48624340	NR_029656	NO	1011.8025	643.848	600.8283	163.9728	84.6498	129.9855	494.466	357.7062	1253.7087
INT_STITCHED_6384	chr13	48859021	48859895	NM_007526	NO	1320.4392	856.7822	927.2266	0	606.6434	90.1094	289.9932	479.3016	289.9058
INT_STITCHED_6385	chr13	49108758	49109467	NR_015601	NO	1447.4944	1394.4612	1275.6328	0	435.5387	1663.1013	920.2111	0	2072.2652
INT_STITCHED_6386	chr13	49276801	49277722	NM_013610	NO	363.1503	1218.7593	1319.0562	0	1240.6791	544.6794	621.0303	199.6728	82.0611
INT_STITCHED_6387	chr13	49500735	49501215	NM_199056	NO	378.48	223.776	1060.704	27.936	0	21.168	90.096	80.928	40.416
INT_STITCHED_6388	chr13	50535260	50535793	NM_175401	NO	581.1299	438.3925	580.7035	148.707	118.5925	43.4395	110.5442	425.4939	170.7199
INT_STITCHED_6389	chr13	50548734	50549423	NM_001033400	NO	1040.4589	734.8185	746.0492	0	0	406.9234	430.9695	444.1983	1059.682
INT_STITCHED_6390	chr13	51147688	51148244	NR_029463	NO	970.6092	307.9684	435.626	0	39.5316	437.294	554.7212	370.9076	558.3908
INT_STITCHED_6391	chr13	51217805	51221221	NM_011462	NO	2096.7408	2848.944	7599.5752	1282.0248	842.3856	4808.02	1627.724	3664.6848	2069.4128
INT_STITCHED_6392	chr13	51532468	51532991	NM_010101	NO	473.8903	360.3993	444.3931	0	0	47.5407	57.6346	191.6272	52.823
INT_STITCHED_6393	chr13	51587061	51587514	NM_009167	NO	1320.4044	199.8636	356.4204	4.4394	0	19.479	45.753	502.7847	153.7482
INT_STITCHED_6394	chr13	51613060	51613815	NM_009167	NO	1299.355	870.2885	605.1325	0	790.7115	0	176.5945	373.725	100.4905
INT_STITCHED_6395	chr13	51825207	51826003	NM_013660	NO	441.8596	666.1724	297.7836	832.218	602.4128	1232.9244	482.2168	134.0464	1155.7124
INT_STITCHED_6396	chr13	51940931	51942277	NM_011817	NO	4797.4132	2319.158	2858.3656	584.0294	1292.6984	1727.4564	2936.7028	181.71	2477.5822
INT_STITCHED_6397	chr13	52000200	52001211	NM_011817	NO	1199.5515	782.0085	1775.5182	0	2104.0932	775.9425	593.3559	969.9534	428.8662
INT_STITCHED_6398	chr13	52015693	52016983	NM_011817	NO	3304.851	2467.641	3150.051	885.198	4004.418	2294.652	2427.393	910.869	2109.279
INT_STITCHED_6399	chr13	52157170	52157763	NM_011817	NO	842.5937	1091.7723	788.097	240.165	90.0174	71.8123	96.1253	169.3608	436.6852
INT_STITCHED_6400	chr13	52317803	52318226	NM_001024474	NO	189.2925	176.0526	278.4186	427.0608	1485.0684	329.3478	239.9679	307.7325	329.6862
INT_STITCHED_6401	chr13	52347463	52348186	NM_001024474	NO	4889.7936	3108.3216	4310.8875	476.1678	522.729	12.7248	578.7615	487.2297	1011.4047
INT_STITCHED_6402	chr13	52420860	52421629	NM_001024474	NO	1790.4627	1224.8632	868.0472	392.4207	0	208.2452	177.5621	370.5042	518.1522
INT_STITCHED_6403	chr13	52651386	52658252	NM_001024474	NO	9849.277	6143.0102	3985.0264	780.6642	638.538	755.26	1567.5078	4157.363	2436.0568
INT_STITCHED_6404	chr13	52907792	52908580	NR_027893	NO	926.6092	473.8244	661.6048	735.992	4772.916	352.63	712.4308	532.9244	774.21
INT_STITCHED_6405	chr13	52975241	52975838	NM_016709	NO	764.2794	417.3627	834.3672	283.2168	598.3731	623.8053	299.2164	400.2288	391.6917
INT_STITCHED_6406	chr13	53006529	53007163	NM_016709	NO	1582.781	434.9874	633.5562	314.781	385.789	442.4052	408.4228	378.7516	184.8744
INT_STITCHED_6407	chr13	53044567	53044978	NM_016709	NO	2704.0512	2129.9664	2618.3577	0	211.4595	43.0317	122.6835	80.5149	942.0942
INT_STITCHED_6408	chr13	53279190	53280121	NM_013846	NO	841.624	598.5399	875.3262	619.115	2262.8886	1010.5074	3446.7482	423.6981	1237.0197
INT_STITCHED_6409	chr13	53329991	53330847	NM_013846	NO	1666.8032	2148.132	4697.2144	1484.8176	274.8616	172.1416	711.2504	395.5576	1807.6152
INT_STITCHED_6410	chr13	53460261	53460804	NM_009269	NO	535.2894	720.6153	289.3104	0	1283.0004	60.9789	26.4984	383.4123	507.8136
INT_STITCHED_6411	chr13	53556474	53557370	NM_013601	NO	739.7376	1331.7248	3187.7888	1850.1504	1254.9376	0	481.0624	402.8416	3100.3392
INT_STITCHED_6412	chr13	54162877	54163531	NM_027324	NO	1213.0392	1073.9988	1133.8398	68.7354	0	0	99.2118	695.3982	454.2684
INT_STITCHED_6413	chr13	54213551	54214459	NM_027324	NO	4534.9152	2468.7612	1752.8032	0	204.8448	0	188.7732	604.5464	1120.472
INT_STITCHED_6414	chr13	54254380	54255276	NM_008286	NO	2858.8672	1802.2144	3596.4544	169.792	416.5504	424.1664	452.2112	725.2224	748.6976
INT_STITCHED_6415	chr13	54294202	54294719	NM_008286	NO	359.4701	340.3928	1423.1459	272.976	0	84.1159	147.1899	44.9273	293.1907
INT_STITCHED_6416	chr13	54310523	54311969	NM_008286	NO	2273.9796	1940.8212	3487.752	2735.109	1364.4456	1559.2218	1253.682	1107.636	5289.0342
INT_STITCHED_6417	chr13	54884318	54885163	NM_001033269	NO	1033.942	848.718	2839.538	481.7345	310.8755	73.2615	358.28	130.13	1112.7805
INT_STITCHED_6418	chr13	54919755	54920322	NM_028841	NO	1468.7001	933.0552	670.6476	14.0616	7100.8245	0	291.4947	93.3282	272.2734
INT_STITCHED_6419	chr13	55011635	55012182	NM_153131	NO	731.8313	593.2215	1233.2662	0	0	0	0	109.0718	142.1106
INT_STITCHED_6420	chr13	55348387	55349326	NM_008739	NO	972.4284	1336.7604	3413.3589	1646.3487	281.2305	660.5865	898.8108	236.3463	3388.0059
INT_STITCHED_6421	chr13	56217332	56218174	NM_001159514	NO	667.2008	756.537	853.9564	452.4908	633.0156	1017.2202	534.1648	1039.6174	360.5444
INT_STITCHED_6422	chr13	56244196	56245355	NM_001159514	NO	3433.1898	3550.1329	4180.8607	1427.5403	1402.7377	2798.7532	1880.7093	1030.1192	4655.0076
INT_STITCHED_6423	chr13	56317367	56323941	NM_010896	NO	4472.9496	3894.4376	4037.7508	1013.7108	3018.1234	3420.4522	1806.5352	2152.3276	2778.8298
INT_STITCHED_6424	chr13	56337329	56338194	NM_010896	NO	1043.536	1166.4525	1104.951	0	454.99	0	108.99	727.638	176.3735
INT_STITCHED_6425	chr13	56353301	56361119	NM_010896	NO	4500.0408	1115.6286	2706.5916	1492.4562	1125.0102	2010.7896	1168.0092	1512.783	2826.207
INT_STITCHED_6426	chr13	56460652	56473209	NM_019568	NO	656.7311	885.2685	1209.2391	0	0	0	0	2021.677	1745.423
INT_STITCHED_6427	chr13	56713179	56714077	NM_009369	NO	793.7422	844.569	372.1312	1208.9774	2252.5432	504.4964	501.6228	417.2108	412.5412
INT_STITCHED_6428	chr13	57254023	57255040	NM_012035	NO	520.6023	1050.6627	2472.7338	107.0901	2580.6375	41.5953	296.7606	713.0187	484.6005
INT_STITCHED_6429	chr13	57333917	57334660	NM_012035	NO	896.2809	724.425	3007.0696	470.6905	2230.9318	93.5437	362.4354	630.2869	381.3819
INT_STITCHED_6430	chr13	57426008	57427180	NM_012035	NO	1222.7476	1565.6748	1493.0108	130.9124	961.04	77.2348	522.712	850.6376	1058.316
INT_STITCHED_6431	chr13	57463743	57464587	NM_012035	NO	4299.2516	4079.1364	4107.6636	177.1556	1380.9528	507.666	767.4492	340.976	1668.3348
INT_STITCHED_6432	chr13	57596041	57596622	NM_009262	NO	1471.3244	1243.8629	473.6893	99.8158	0	0	154.8946	691.5643	668.3824
INT_STITCHED_6433	chr13	57627202	57627679	NM_009262	NO	559.9026	178.2072	259.8696	0	2525.5242	109.5669	173.3895	308.3805	232.1082
INT_STITCHED_6434	chr13	57704378	57705101	NM_009262	NO	406.2537	761.2467	2932.7772	89.9412	1.3014	0	35.8608	31.9566	363.2352
INT_STITCHED_6435	chr13	58414803	58415574	NM_019832	NO	831.2151	663.5997	618.4962	0	0	315.5703	122.5119	758.7411	194.5233
INT_STITCHED_6436	chr13	58557864	58558390	NM_028904	NO	364.6232	502.6982	445.3642	0	69.8528	0	38.3454	285.881	106.6728
INT_STITCHED_6437	chr13	58572552	58584653	NM_028904	NO	3114.7974	2103.1538	3568.5849	1219.7808	4608.0608	6113.4252	3602.4677	5850.8335	3941.2957
INT_STITCHED_6438	chr13	58869582	58869978	NM_008745	NO	275.22	819.2844	703.3752	0	0	0	90.0504	0	27.4032
INT_STITCHED_6439	chr13	59005952	59013769	NM_001025074	NO	3025.9607	3215.1321	4923.1466	927.0962	4977.0839	6217.6418	2084.7939	4111.742	2528.0178
INT_STITCHED_6440	chr13	59690911	59691486	NM_030153	NO	520.5475	797.2375	2366.9875	97.865	0	7.59	61.525	372.485	308.9475
INT_STITCHED_6441	chr13	59971463	59971956	NM_153538	NO	397.2594	245.6126	386.6599	377.2929	17.0578	0	0	130.6943	370.3416
INT_STITCHED_6442	chr13	60272270	60272721	NM_008086	NO	707.4386	556.8948	348.1269	0	0	10.1024	118.7032	253.913	199.6577
INT_STITCHED_6443	chr13	60728970	60729626	NM_134062	NO	746.2656	489.6384	1602.8704	95.12	1200.0864	208.8048	558.9776	190.3712	533.4592
INT_STITCHED_6444	chr13	62283511	62283884	NM_001039239	NO	403.586	433.6498	318.5793	726.4548	62.6267	37.4492	258.4144	0	486.392
INT_STITCHED_6445	chr13	62345873	62346276	NR_002860	NO	435.7236	371.6466	537.8438	260.741	13.9841	4.8763	196.8252	137.5842	44.4912
INT_STITCHED_6446	chr13	62432609	62433500	NR_002860	NO	881.3772	950.2515	1517.1057	856.9638	159.2217	0	103.9797	478.5561	563.7357
INT_STITCHED_6447	chr13	62790718	62791110	NR_030493	NO	318.6176	371.224	600.3088	44.8448	0	17.6792	112.0728	183.5344	336.9632
INT_STITCHED_6448	chr13	62981153	62981755	NM_019395	NO	459.3862	320.7456	698.4404	0	320.1436	0	2.9498	611.4514	210.2184
INT_STITCHED_6449	chr13	63003052	63003766	NM_019395	NO	1003.4556	555.7776	748.2006	46.6956	0	0	146.1558	629.8908	126.0924
INT_STITCHED_6450	chr13	63195927	63196922	NM_028079	NO	2683.4155	2318.6485	6039.5505	255.118	1162.0605	297.704	313.027	437.004	2893.062
INT_STITCHED_6451	chr13	63272578	63273357	NR_029530	NO	791.5419	737.713	369.8692	0	315.3392	477.6828	0	848.7984	824.5715
INT_STITCHED_6452	chr13	63373285	63375520	NR_029530	NO	2813.418	1548.1845	2089.5015	2530.02	2532.255	6290.631	2434.1385	231.099	5247.333
INT_STITCHED_6453	chr13	63394612	63395538	NR_029530	NO	2162.3026	738.2072	1393.4448	0	320.2108	357.899	0	1383.5366	1336.9588
INT_STITCHED_6454	chr13	63510351	63510929	NM_007985	NO	330.8472	616.437	792.4958	26.4724	0	56.4706	0	375.3532	59.7074
INT_STITCHED_6455	chr13	63597703	63598571	NM_007985	NO	1004.5364	442.246	1051.582	48.3476	3.9928	213.6148	466.4632	388.2564	645.6184
INT_STITCHED_6456	chr13	63629801	63643443	NM_008957	NO	8314.799	7410.3344	5909.7144	0	9231.5414	15591.4418	3808.8464	10785.3652	3862.0502
INT_STITCHED_6457	chr13	63670190	63671046	NM_008957	NO	1171.008	827.8376	2283.1232	183.6976	942.3704	0	547.4976	260.9944	1132.8304
INT_STITCHED_6458	chr13	63820644	63822444	NM_001013608	NO	1778.04	1578.96	2386.8	0	0	1387.44	1671.84	1157.76	2047.32
INT_STITCHED_6459	chr13	64033459	64034187	NM_023507	NO	487.9056	345.072	734.4064	122.3768	3462.1496	171.2256	408.8448	635.1072	93.0384
